id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO002464;08/03/2024;P00332;81;S022;199.95;6
PO002465;21/10/2024;P00190;82;S015;149.92;14
PO002466;28/04/2024;P00116;44;S043;75.8;14
PO002467;10/09/2024;P00050;99;S017;293.56;7
PO002468;21/02/2024;P00475;19;S037;68.94;14
PO002469;18/08/2024;P00497;86;S036;209.73;13
PO002470;19/03/2024;P00892;36;S003;179.99;14
PO002471;21/07/2024;P00644;64;S037;183.23;9
PO002472;15/08/2024;P00253;99;S032;109.82;14
PO002473;13/01/2024;P00067;92;S042;192.55;3
PO002474;08/01/2024;P00622;85;S005;123.83;8
PO002475;19/12/2024;P00670;77;S006;174.36;10
PO002476;18/03/2024;P00239;68;S010;21.94;10
PO002477;14/07/2024;P00301;37;S028;68.55;6
PO002478;06/04/2024;P00601;48;S030;289.53;10
PO002479;14/11/2024;P00936;90;S041;83.05;7
PO002480;20/02/2024;P00386;99;S048;103.4;12
PO002481;03/02/2024;P00713;34;S017;137.85;11
PO002482;24/03/2024;P00790;96;S008;148.39;2
PO002483;09/03/2024;P00458;36;S046;100.95;4
PO002484;09/04/2024;P00021;57;S010;101.17;9
PO002485;26/04/2024;P00830;79;S048;95.62;6
PO002486;21/02/2024;P00704;64;S006;128.77;10
PO002487;28/08/2024;P00417;79;S018;88.16;7
PO002488;12/09/2024;P00118;18;S035;88.49;12
PO002489;02/07/2024;P00211;12;S012;191.09;12
PO002490;29/07/2024;P00650;95;S048;274.48;14
PO002491;15/09/2024;P00637;72;S030;10.33;14
PO002492;28/04/2024;P00263;47;S030;93.92;2
PO002493;13/04/2024;P00166;24;S015;187.64;10
PO002494;03/08/2024;P00904;46;S017;146.98;3
PO002495;09/03/2024;P00090;96;S043;23.66;10
PO002496;30/10/2024;P00604;65;S030;78.14;2
PO002497;30/09/2024;P00635;90;S030;217.64;11
PO002498;11/07/2024;P00672;64;S041;34.68;5
PO002499;15/10/2024;P00718;26;S042;172.47;7
PO002500;12/12/2024;P00548;75;S005;126.82;8
PO002501;18/05/2024;P00646;48;S050;266.22;7
PO002502;04/08/2024;P00068;82;S016;92.69;5
PO002503;21/05/2024;P00980;86;S031;281.75;11
PO002504;17/11/2024;P00188;18;S024;147.02;12
PO002505;16/12/2024;P00698;25;S016;35.47;14
PO002506;18/06/2024;P00115;40;S045;220.53;3
PO002507;06/03/2024;P00391;51;S029;90.45;5
PO002508;01/06/2024;P00492;52;S037;47.21;5
PO002509;03/11/2024;P00550;24;S019;106.53;4
PO002510;07/10/2024;P00094;45;S039;56.68;5
PO002511;26/07/2024;P00390;40;S012;77.2;14
PO002512;30/09/2024;P00804;81;S034;187.55;6
PO002513;29/09/2024;P00534;84;S050;227.94;12
PO002514;09/06/2024;P00968;40;S010;44.66;4
PO002515;14/04/2024;P00697;46;S034;237.51;3
PO002516;07/05/2024;P00529;14;S014;116.38;2
PO002517;13/01/2024;P00607;35;S032;216.43;3
PO002518;08/09/2024;P00631;53;S020;249.82;7
PO002519;29/02/2024;P00018;97;S020;61.41;14
PO002520;17/07/2024;P00953;26;S011;47.51;10
PO002521;14/05/2024;P00821;34;S024;160.15;14
PO002522;04/12/2024;P00987;75;S014;215.99;4
PO002523;15/06/2024;P00956;82;S006;267.78;12
PO002524;07/12/2024;P00580;39;S014;265.95;10
PO002525;15/06/2024;P00877;46;S044;206.58;6
PO002526;15/09/2024;P00595;73;S014;62.83;10
PO002527;11/05/2024;P00112;74;S018;45.81;12
PO002528;25/01/2024;P00896;32;S045;22.54;8
PO002529;21/12/2024;P00793;27;S047;282.08;5
PO002530;26/02/2024;P00844;44;S010;203.77;3
PO002531;17/09/2024;P00040;22;S013;16.07;13
PO002532;22/06/2024;P00158;70;S050;26.34;5
PO002533;20/04/2024;P00652;38;S033;180.99;6
PO002534;18/04/2024;P00319;36;S020;88.99;3
PO002535;26/01/2024;P00940;51;S017;298.19;3
PO002536;21/07/2024;P00025;65;S010;81.13;5
PO002537;08/07/2024;P00553;84;S022;83.17;4
PO002538;13/02/2024;P00100;19;S047;14.65;2
PO002539;11/06/2024;P00267;14;S010;178.87;5
PO002540;09/08/2024;P00539;66;S016;120.58;5
PO002541;23/01/2024;P00329;51;S032;38.43;14
PO002542;12/10/2024;P00207;97;S041;274.84;7
PO002543;06/07/2024;P00473;18;S036;111.85;5
PO002544;18/05/2024;P00457;12;S011;164.17;8
PO002545;23/07/2024;P00333;74;S036;49.88;10
PO002546;18/07/2024;P00457;36;S001;191.92;4
PO002547;01/01/2024;P00590;86;S047;134.15;14
PO002548;25/12/2024;P00498;51;S028;219.31;5
PO002549;21/08/2024;P00906;97;S021;166.86;3
PO002550;03/07/2024;P00469;99;S013;108.33;7
PO002551;14/02/2024;P00583;74;S015;27.46;8
PO002552;14/04/2024;P00601;83;S001;288.48;13
PO002553;25/12/2024;P00514;37;S024;245.65;7
PO002554;31/07/2024;P00396;91;S018;234.32;4
PO002555;07/07/2024;P00753;77;S035;222.95;5
PO002556;03/10/2024;P00395;33;S027;187.51;14
PO002557;10/03/2024;P00709;93;S017;181.38;14
PO002558;16/09/2024;P00430;75;S011;135.84;12
PO002559;19/12/2024;P00953;35;S020;165.22;13
PO002560;24/12/2024;P00380;69;S021;84.68;6
PO002561;10/08/2024;P00757;53;S047;163.77;9
PO002562;07/08/2024;P00880;77;S042;18.79;12
PO002563;18/05/2024;P00064;11;S023;89.42;4
PO002564;21/08/2024;P00157;13;S048;77.36;3
PO002565;15/02/2024;P00204;55;S039;168.2;5
PO002566;17/04/2024;P00982;13;S010;276.82;2
PO002567;28/01/2024;P00327;62;S044;115.15;7
PO002568;30/04/2024;P00130;11;S001;216.68;7
PO002569;21/04/2024;P00058;49;S035;243.23;8
PO002570;04/01/2024;P00226;96;S009;44.07;7
PO002571;10/05/2024;P00302;31;S037;185.18;10
PO002572;21/08/2024;P00454;47;S035;141.92;11
PO002573;27/06/2024;P00029;43;S033;119.04;12
PO002574;09/01/2024;P00250;70;S045;126.48;8
PO002575;12/06/2024;P00542;61;S001;293.63;3
PO002576;09/12/2024;P00764;97;S017;54.95;11
PO002577;11/05/2024;P00732;92;S046;208.94;9
PO002578;20/03/2024;P00965;71;S012;216.24;5
PO002579;13/03/2024;P00237;18;S040;208.24;2
PO002580;18/03/2024;P00164;43;S040;26.93;5
PO002581;02/09/2024;P00237;52;S050;198.28;13
PO002582;30/12/2024;P00543;49;S042;215.06;5
PO002583;14/01/2024;P00673;63;S001;242.38;9
PO002584;19/02/2024;P00241;23;S042;125.5;7
PO002585;23/08/2024;P00362;94;S010;123.7;7
PO002586;08/04/2024;P00001;94;S024;178.31;10
PO002587;29/10/2024;P00147;56;S050;69.36;6
PO002588;28/08/2024;P00849;71;S022;206.01;8
PO002589;08/08/2024;P00349;70;S037;288.69;5
PO002590;08/07/2024;P00904;48;S030;32.13;2
PO002591;20/09/2024;P00552;77;S047;169.34;9
PO002592;07/04/2024;P00190;93;S017;277.98;2
PO002593;04/11/2024;P00741;74;S013;113.8;11
PO002594;01/06/2024;P00257;10;S009;96.86;7
PO002595;23/05/2024;P00585;92;S014;209.0;11
PO002596;08/03/2024;P00220;84;S001;32.43;4
PO002597;22/10/2024;P00188;84;S018;74.37;12
PO002598;09/12/2024;P00772;37;S036;65.47;4
PO002599;02/08/2024;P00680;45;S040;98.07;3
PO002600;23/07/2024;P00420;16;S049;129.2;13
PO002601;27/07/2024;P00235;32;S009;84.63;8
PO002602;09/12/2024;P00159;49;S042;46.01;14
PO002603;14/05/2024;P00200;43;S033;236.6;12
PO002604;04/06/2024;P00056;98;S016;176.72;6
PO002605;13/09/2024;P00586;60;S044;66.69;14
PO002606;07/02/2024;P00253;54;S022;82.05;12
PO002607;23/06/2024;P00451;74;S001;106.49;3
PO002608;20/03/2024;P00633;35;S008;264.88;12
PO002609;01/10/2024;P00329;10;S011;34.44;10
PO002610;08/08/2024;P00138;90;S004;207.42;3
PO002611;20/08/2024;P00362;35;S047;281.05;12
PO002612;21/02/2024;P00630;20;S033;264.69;8
PO002613;26/10/2024;P00494;31;S025;42.44;3
PO002614;09/03/2024;P00886;38;S029;104.64;5
PO002615;24/12/2024;P00244;82;S028;238.05;4
PO002616;21/08/2024;P00543;30;S036;223.33;11
PO002617;11/11/2024;P00928;67;S018;196.62;3
PO002618;21/12/2024;P00482;98;S003;97.23;5
PO002619;16/02/2024;P00866;78;S047;26.69;3
PO002620;30/11/2024;P00722;80;S020;158.24;2
PO002621;28/03/2024;P00526;45;S031;268.14;2
PO002622;10/01/2024;P00626;97;S028;259.14;5
PO002623;16/06/2024;P00260;46;S021;288.94;12
PO002624;16/02/2024;P00482;47;S003;245.51;5
PO002625;22/09/2024;P00739;84;S032;101.13;14
PO002626;13/03/2024;P00904;23;S006;242.02;11
PO002627;15/07/2024;P00948;96;S038;263.91;6
PO002628;25/11/2024;P00855;72;S015;188.94;13
PO002629;30/11/2024;P00255;29;S038;246.38;13
PO002630;29/04/2024;P00569;29;S022;50.08;10
PO002631;23/12/2024;P00296;94;S004;168.5;4
PO002632;19/01/2024;P00339;91;S040;146.81;10
PO002633;29/12/2024;P00427;97;S046;154.15;12
PO002634;18/12/2024;P00039;39;S017;172.56;9
PO002635;29/01/2024;P00086;49;S035;140.71;11
PO002636;29/01/2024;P00442;95;S016;41.4;14
PO002637;27/11/2024;P00532;23;S011;135.39;12
PO002638;19/08/2024;P00212;65;S033;252.15;2
PO002639;19/07/2024;P00712;37;S039;143.75;12
PO002640;29/02/2024;P00091;15;S004;295.52;8
PO002641;26/02/2024;P00453;35;S017;183.25;11
PO002642;16/03/2024;P00527;61;S046;67.68;4
PO002643;18/04/2024;P00605;53;S006;46.26;6
PO002644;29/02/2024;P00167;50;S033;143.69;3
PO002645;30/04/2024;P00726;80;S016;209.6;7
PO002646;11/06/2024;P00045;53;S030;266.0;14
PO002647;06/03/2024;P00458;94;S032;220.88;6
PO002648;07/03/2024;P00844;41;S041;169.77;6
PO002649;12/07/2024;P00759;12;S022;104.4;14
PO002650;03/03/2024;P00740;66;S011;285.47;6
PO002651;18/07/2024;P00851;61;S043;269.4;8
PO002652;11/03/2024;P00983;98;S011;243.9;4
PO002653;17/04/2024;P00343;88;S023;18.2;11
PO002654;04/06/2024;P00921;48;S019;210.01;4
PO002655;04/05/2024;P00225;49;S001;211.39;11
PO002656;14/02/2024;P00418;98;S031;63.0;9
PO002657;27/09/2024;P00897;17;S006;27.88;11
PO002658;11/08/2024;P00012;61;S015;73.43;4
PO002659;14/12/2024;P00825;55;S020;279.42;14
PO002660;20/10/2024;P00682;70;S021;212.62;4
PO002661;25/12/2024;P00641;87;S032;263.65;11
PO002662;13/08/2024;P00920;50;S011;124.8;10
PO002663;10/12/2024;P00141;83;S025;274.13;9
PO002664;08/04/2024;P00695;38;S016;35.76;4
PO002665;02/03/2024;P00001;47;S035;241.2;12
PO002666;06/06/2024;P00976;64;S049;189.08;12
PO002667;11/10/2024;P00353;13;S010;192.59;4
PO002668;22/05/2024;P00347;10;S031;84.13;4
PO002669;04/01/2024;P00706;42;S031;260.86;5
PO002670;05/10/2024;P00534;35;S048;206.57;9
PO002671;16/12/2024;P00796;83;S030;149.69;3
PO002672;21/11/2024;P00520;84;S019;26.9;11
PO002673;21/04/2024;P00229;33;S002;285.51;6
PO002674;02/06/2024;P00915;59;S040;182.86;5
PO002675;05/04/2024;P00213;52;S011;232.64;4
PO002676;09/12/2024;P00885;24;S010;284.87;9
PO002677;01/05/2024;P00508;96;S019;241.19;13
PO002678;13/01/2024;P00517;14;S026;124.55;12
PO002679;14/07/2024;P00704;77;S046;141.81;7
PO002680;26/05/2024;P00602;96;S029;75.67;6
PO002681;06/07/2024;P00916;18;S013;121.92;2
PO002682;31/12/2024;P00508;52;S026;171.17;6
PO002683;08/09/2024;P00390;87;S023;32.09;2
PO002684;13/08/2024;P00944;78;S036;185.86;5
PO002685;26/01/2024;P00724;76;S008;256.27;2
PO002686;29/01/2024;P00160;35;S012;128.96;8
PO002687;16/10/2024;P00563;98;S027;252.45;10
PO002688;15/03/2024;P00292;99;S028;161.26;9
PO002689;09/12/2024;P00303;26;S010;265.0;10
PO002690;02/12/2024;P00255;37;S015;20.59;13
PO002691;26/11/2024;P00570;63;S013;54.74;5
PO002692;22/12/2024;P00749;70;S035;117.34;9
PO002693;22/05/2024;P00252;64;S007;189.25;11
PO002694;17/08/2024;P00572;25;S038;296.93;6
PO002695;08/06/2024;P00818;39;S038;131.86;4
PO002696;05/12/2024;P00860;20;S045;160.42;9
PO002697;11/01/2024;P00203;55;S020;278.94;13
PO002698;06/08/2024;P00309;12;S015;188.78;7
PO002699;16/05/2024;P00758;28;S008;100.61;3
PO002700;29/06/2024;P00142;69;S045;66.28;5
PO002701;18/06/2024;P00656;11;S021;31.35;13
PO002702;01/11/2024;P00893;97;S015;286.41;14
PO002703;26/05/2024;P00569;45;S022;174.89;11
PO002704;10/12/2024;P00778;63;S040;157.03;13
PO002705;02/04/2024;P00754;19;S025;260.02;4
PO002706;01/12/2024;P00265;42;S031;21.7;8
PO002707;09/04/2024;P00805;96;S033;44.66;11
PO002708;13/08/2024;P00170;48;S019;231.63;2
PO002709;21/06/2024;P00926;56;S034;115.75;4
PO002710;18/04/2024;P00957;21;S050;284.14;4
PO002711;05/10/2024;P00425;26;S033;91.64;5
PO002712;15/01/2024;P00702;12;S034;80.8;12
PO002713;25/04/2024;P00517;28;S012;270.52;5
PO002714;05/05/2024;P00175;70;S008;18.21;7
PO002715;06/06/2024;P00285;83;S026;224.61;5
PO002716;21/01/2024;P00650;19;S011;146.42;13
PO002717;04/02/2024;P00023;29;S043;134.68;11
PO002718;23/03/2024;P00977;78;S045;15.44;13
PO002719;15/09/2024;P00023;83;S003;50.41;13
PO002720;17/04/2024;P00401;23;S009;201.7;3
PO002721;04/05/2024;P00450;40;S001;256.11;6
PO002722;27/01/2024;P00673;59;S044;273.71;2
PO002723;21/12/2024;P00509;20;S035;257.16;12
PO002724;29/09/2024;P00806;35;S001;190.89;10
PO002725;30/10/2024;P00248;24;S033;165.9;4
PO002726;12/02/2024;P00404;56;S019;295.02;3
PO002727;04/06/2024;P00165;32;S014;46.53;2
PO002728;17/07/2024;P00297;86;S038;54.75;12
PO002729;19/04/2024;P00893;44;S041;269.89;7
PO002730;08/02/2024;P00762;58;S020;163.31;4
PO002731;05/08/2024;P00602;73;S045;216.06;6
PO002732;11/06/2024;P00008;56;S003;189.26;9
PO002733;15/12/2024;P00678;48;S039;16.33;2
PO002734;16/06/2024;P00172;87;S019;226.57;13
PO002735;17/12/2024;P00473;56;S012;133.72;11
PO002736;14/02/2024;P00942;33;S014;176.9;10
PO002737;05/06/2024;P00189;11;S050;237.85;14
PO002738;11/09/2024;P00212;98;S031;292.52;6
PO002739;22/12/2024;P00465;43;S007;14.7;10
PO002740;28/12/2024;P00429;72;S013;121.73;5
PO002741;11/03/2024;P00326;11;S035;197.6;10
PO002742;15/06/2024;P00482;39;S031;137.26;8
PO002743;18/04/2024;P00449;44;S045;277.56;4
PO002744;18/08/2024;P00671;75;S047;273.84;10
PO002745;14/11/2024;P00329;76;S036;266.66;13
PO002746;01/12/2024;P00520;17;S010;233.48;14
PO002747;30/08/2024;P00356;30;S040;171.0;2
PO002748;15/02/2024;P00904;47;S043;196.76;11
PO002749;04/08/2024;P00308;41;S018;87.47;4
PO002750;25/02/2024;P00801;63;S005;119.19;6
PO002751;17/07/2024;P00119;58;S002;194.46;12
PO002752;22/12/2024;P00505;84;S013;80.4;13
PO002753;17/08/2024;P00438;94;S039;15.52;7
PO002754;16/11/2024;P00169;29;S043;267.54;11
PO002755;04/08/2024;P00290;79;S045;178.95;8
PO002756;03/06/2024;P00656;95;S012;280.86;4
PO002757;01/05/2024;P00867;96;S047;13.68;6
PO002758;21/11/2024;P00821;78;S002;265.77;6
PO002759;04/02/2024;P00412;67;S025;92.15;2
PO002760;27/02/2024;P00459;50;S047;37.89;11
PO002761;23/05/2024;P00750;70;S023;194.42;14
PO002762;16/05/2024;P00849;66;S015;176.86;9
PO002763;11/03/2024;P00500;40;S046;134.2;4
PO002764;25/05/2024;P00790;56;S008;111.65;12
PO002765;15/10/2024;P00119;34;S014;54.23;6
PO002766;17/09/2024;P00956;23;S010;83.71;7
PO002767;26/01/2024;P00425;37;S014;263.89;5
PO002768;18/08/2024;P00926;83;S005;169.81;12
PO002769;26/08/2024;P00919;68;S011;91.8;3
PO002770;13/05/2024;P00790;17;S034;252.09;6
PO002771;06/06/2024;P00078;17;S005;130.85;11
PO002772;15/06/2024;P00566;17;S006;115.49;8
PO002773;05/08/2024;P00880;72;S002;236.35;3
PO002774;30/01/2024;P00442;88;S047;27.57;14
PO002775;22/07/2024;P00091;40;S048;203.97;12
PO002776;13/05/2024;P00905;22;S015;136.83;14
PO002777;05/01/2024;P00402;91;S039;198.04;6
PO002778;27/11/2024;P00685;61;S032;149.45;10
PO002779;13/02/2024;P00130;25;S047;274.5;4
PO002780;07/02/2024;P00662;33;S031;238.32;4
PO002781;16/12/2024;P00315;31;S041;291.09;12
PO002782;15/07/2024;P00958;67;S015;120.82;4
PO002783;09/11/2024;P00713;68;S010;49.15;13
PO002784;20/06/2024;P00221;73;S021;150.38;4
PO002785;07/09/2024;P00714;11;S029;43.56;9
PO002786;09/10/2024;P00196;77;S046;205.99;14
PO002787;12/06/2024;P00979;80;S024;94.31;13
PO002788;23/04/2024;P00092;15;S016;287.26;9
PO002789;31/01/2024;P00948;57;S029;47.84;11
PO002790;12/11/2024;P00699;37;S017;122.88;10
PO002791;09/11/2024;P00525;75;S011;282.17;14
PO002792;26/01/2024;P00212;91;S017;54.35;7
PO002793;11/01/2024;P00830;33;S005;111.12;8
PO002794;25/07/2024;P00771;97;S040;71.43;5
PO002795;01/09/2024;P00724;12;S028;97.38;13
PO002796;04/02/2024;P00973;83;S048;177.01;8
PO002797;23/03/2024;P00712;58;S015;99.96;5
PO002798;19/11/2024;P00650;81;S023;115.48;10
PO002799;30/08/2024;P00494;97;S017;132.45;13
PO002800;08/06/2024;P00886;49;S007;242.51;4
PO002801;26/10/2024;P00222;36;S012;52.45;7
PO002802;15/09/2024;P00410;48;S042;87.82;10
PO002803;18/09/2024;P00760;45;S037;144.55;9
PO002804;31/12/2024;P00398;40;S027;278.72;6
PO002805;19/03/2024;P00826;53;S030;276.95;4
PO002806;04/04/2024;P00261;47;S028;152.97;13
PO002807;28/12/2024;P00741;22;S032;106.44;9
PO002808;26/02/2024;P00858;26;S036;88.18;6
PO002809;10/02/2024;P00014;89;S020;195.79;14
PO002810;14/10/2024;P00649;32;S026;253.56;9
PO002811;27/07/2024;P00417;62;S037;270.14;6
PO002812;18/09/2024;P00215;93;S022;185.76;14
PO002813;14/07/2024;P00069;54;S007;88.58;6
PO002814;05/03/2024;P00260;46;S009;23.03;2
PO002815;30/09/2024;P00767;18;S021;147.73;3
PO002816;27/08/2024;P00210;65;S015;169.2;13
PO002817;08/03/2024;P00262;17;S035;88.01;11
PO002818;31/01/2024;P00253;26;S042;10.34;9
PO002819;04/08/2024;P00924;33;S028;173.71;9
PO002820;05/11/2024;P00006;26;S032;209.39;3
PO002821;11/11/2024;P00435;37;S018;145.76;10
PO002822;24/03/2024;P00831;94;S020;100.13;2
PO002823;07/05/2024;P00929;83;S050;238.27;14
PO002824;18/06/2024;P00009;17;S007;190.53;10
PO002825;13/12/2024;P00683;96;S045;20.15;3
PO002826;31/01/2024;P00738;28;S034;77.06;2
PO002827;28/04/2024;P00451;99;S047;181.44;12
PO002828;25/06/2024;P00481;95;S033;53.14;13
PO002829;15/03/2024;P00615;43;S024;89.66;9
PO002830;30/10/2024;P00626;25;S031;115.39;6
PO002831;05/08/2024;P00691;37;S004;291.34;8
PO002832;10/03/2024;P00402;13;S008;108.32;12
PO002833;17/07/2024;P00891;24;S023;119.58;12
PO002834;05/08/2024;P00709;29;S021;171.13;5
PO002835;25/12/2024;P00389;24;S036;199.01;10
PO002836;15/02/2024;P00668;72;S005;119.97;9
PO002837;13/04/2024;P00593;46;S045;14.43;5
PO002838;19/11/2024;P00838;18;S043;261.3;13
PO002839;04/09/2024;P00124;88;S038;228.25;7
PO002840;15/02/2024;P00787;90;S001;279.57;6
PO002841;03/02/2024;P00569;74;S035;219.37;9
PO002842;23/05/2024;P00278;12;S016;95.06;7
PO002843;19/05/2024;P00180;22;S013;197.29;9
PO002844;25/04/2024;P00925;37;S028;233.03;7
PO002845;07/06/2024;P00162;10;S019;63.7;6
PO002846;11/12/2024;P00209;12;S031;139.08;12
PO002847;09/09/2024;P00416;30;S015;13.11;3
PO002848;29/01/2024;P00907;67;S023;45.18;11
PO002849;22/09/2024;P00847;65;S026;115.68;14
PO002850;20/11/2024;P00007;89;S002;201.62;7
PO002851;06/12/2024;P00471;61;S011;20.39;10
PO002852;15/08/2024;P00948;33;S047;267.78;2
PO002853;01/10/2024;P00025;71;S011;137.84;13
PO002854;29/11/2024;P00293;73;S032;69.91;4
PO002855;21/01/2024;P00829;72;S034;198.59;10
PO002856;24/06/2024;P00170;77;S011;115.04;2
PO002857;04/12/2024;P00847;79;S022;239.49;3
PO002858;05/01/2024;P00220;14;S026;278.67;2
PO002859;10/02/2024;P00986;31;S041;286.65;11
PO002860;05/05/2024;P00049;77;S048;226.61;3
PO002861;14/04/2024;P00384;71;S011;293.67;4
PO002862;07/01/2024;P00030;81;S025;212.61;7
PO002863;30/10/2024;P00162;32;S029;91.59;3
PO002864;10/08/2024;P00751;20;S014;222.91;3
PO002865;23/08/2024;P00874;42;S006;141.37;7
PO002866;23/07/2024;P00029;51;S021;288.22;6
PO002867;28/09/2024;P00021;61;S029;184.01;11
PO002868;29/08/2024;P00514;95;S042;218.24;5
PO002869;30/05/2024;P00102;94;S033;265.18;2
PO002870;23/08/2024;P00591;86;S033;133.37;14
PO002871;29/11/2024;P00919;74;S043;290.29;6
PO002872;26/10/2024;P00317;78;S043;190.76;9
PO002873;10/06/2024;P00240;20;S044;159.38;9
PO002874;07/03/2024;P00835;40;S030;62.73;2
PO002875;13/12/2024;P00008;71;S047;22.37;2
PO002876;12/08/2024;P00893;65;S032;248.48;5
PO002877;26/10/2024;P00168;59;S037;42.16;2
PO002878;21/01/2024;P00860;33;S033;25.8;11
PO002879;28/10/2024;P00472;66;S024;276.12;13
PO002880;02/07/2024;P00997;91;S041;34.35;5
PO002881;21/02/2024;P00483;89;S007;294.38;12
PO002882;06/02/2024;P00699;28;S010;169.67;2
PO002883;27/05/2024;P00028;35;S011;106.53;11
PO002884;13/03/2024;P00819;67;S045;185.0;6
PO002885;11/11/2024;P00441;51;S038;206.0;4
PO002886;04/10/2024;P00695;57;S030;210.26;12
PO002887;01/03/2024;P00239;49;S019;297.36;9
PO002888;19/05/2024;P00165;96;S038;66.1;2
PO002889;06/07/2024;P00224;34;S040;148.32;5
PO002890;01/09/2024;P00885;76;S008;257.17;2
PO002891;03/05/2024;P00306;85;S035;145.33;7
PO002892;21/03/2024;P00450;33;S034;13.69;5
PO002893;07/09/2024;P00535;67;S019;216.91;12
PO002894;16/06/2024;P00190;77;S043;215.04;9
PO002895;19/10/2024;P00345;74;S028;21.28;8
PO002896;30/08/2024;P00903;92;S019;14.97;5
PO002897;02/10/2024;P00458;80;S004;48.34;3
PO002898;26/07/2024;P00434;59;S029;186.72;13
PO002899;14/04/2024;P00702;70;S024;122.45;7
PO002900;20/07/2024;P00040;42;S003;58.12;6
PO002901;07/04/2024;P00895;31;S016;33.71;6
PO002902;15/06/2024;P00407;36;S028;109.59;8
PO002903;01/11/2024;P00322;99;S047;117.52;12
PO002904;13/03/2024;P00540;22;S021;236.58;14
PO002905;23/09/2024;P00395;72;S012;158.57;7
PO002906;04/04/2024;P00420;98;S040;150.15;13
PO002907;22/04/2024;P00974;18;S019;284.18;13
PO002908;01/12/2024;P00838;42;S036;50.34;9
PO002909;07/03/2024;P00083;46;S024;237.96;2
PO002910;01/06/2024;P00293;37;S021;14.46;8
PO002911;17/04/2024;P00074;41;S014;294.34;2
PO002912;13/02/2024;P00577;38;S016;131.76;14
PO002913;31/03/2024;P00142;96;S038;130.98;10
PO002914;14/12/2024;P00376;26;S004;75.77;10
PO002915;10/10/2024;P00619;66;S010;132.78;3
PO002916;22/07/2024;P00377;58;S037;68.46;14
PO002917;16/10/2024;P00113;98;S019;112.38;7
PO002918;23/01/2024;P00208;79;S027;80.07;11
PO002919;06/10/2024;P00287;54;S036;245.96;3
PO002920;25/08/2024;P00451;18;S042;156.42;7
PO002921;01/07/2024;P00030;69;S016;269.86;13
PO002922;06/02/2024;P00967;60;S026;190.84;13
PO002923;20/02/2024;P00170;29;S006;236.04;11
PO002924;19/12/2024;P00190;45;S008;60.71;8
PO002925;29/06/2024;P00023;98;S037;286.21;8
PO002926;21/07/2024;P00796;20;S034;115.58;7
PO002927;07/05/2024;P00853;62;S040;77.85;14
PO002928;25/04/2024;P00787;56;S033;247.62;11
PO002929;04/11/2024;P00639;30;S036;61.46;8
PO002930;08/09/2024;P00049;12;S026;292.59;3
PO002931;04/04/2024;P00440;29;S009;14.91;4
PO002932;18/07/2024;P00275;63;S011;52.18;2
PO002933;16/03/2024;P00985;99;S026;50.96;5
PO002934;09/06/2024;P00758;20;S007;226.1;5
PO002935;13/03/2024;P00829;38;S013;208.03;14
PO002936;16/01/2024;P00078;71;S036;219.17;14
PO002937;03/05/2024;P00450;33;S048;109.09;10
PO002938;18/04/2024;P00056;84;S037;183.43;8
PO002939;23/12/2024;P00691;49;S003;231.18;2
PO002940;23/06/2024;P00625;83;S031;45.25;11
PO002941;17/06/2024;P00382;26;S011;165.63;6
PO002942;04/11/2024;P00794;72;S024;64.24;11
PO002943;16/10/2024;P00446;39;S033;136.43;12
PO002944;06/10/2024;P00343;82;S018;233.01;10
PO002945;07/01/2024;P00881;14;S036;223.62;14
PO002946;18/03/2024;P00157;54;S033;185.67;11
PO002947;15/07/2024;P00458;29;S013;257.66;11
PO002948;07/04/2024;P00593;86;S024;157.62;5
PO002949;23/08/2024;P00479;64;S025;159.35;2
PO002950;25/11/2024;P00087;54;S012;26.48;14
PO002951;02/08/2024;P00648;50;S024;200.71;11
PO002952;08/04/2024;P00634;58;S010;258.6;11
PO002953;29/02/2024;P00727;32;S034;158.15;5
PO002954;17/09/2024;P00566;30;S007;109.82;6
PO002955;30/10/2024;P00956;81;S036;269.59;5
PO002956;22/04/2024;P00383;78;S015;216.75;12
PO002957;23/10/2024;P00118;38;S021;45.94;7
PO002958;19/09/2024;P00789;48;S024;172.75;13
PO002959;11/12/2024;P00286;71;S036;22.64;12
PO002960;05/03/2024;P00900;96;S043;215.9;6
PO002961;03/02/2024;P00494;94;S042;72.14;5
PO002962;13/10/2024;P00510;69;S040;12.58;7
PO002963;19/11/2024;P00311;95;S030;180.98;9
PO002964;04/08/2024;P00319;44;S046;158.48;2
PO002965;08/07/2024;P00107;85;S035;118.89;7
PO002966;31/01/2024;P00184;23;S003;88.43;6
PO002967;19/06/2024;P00101;29;S036;292.49;14
PO002968;29/04/2024;P00883;10;S025;94.49;14
PO002969;02/02/2024;P00529;90;S013;88.8;3
PO002970;03/02/2024;P00600;84;S011;298.13;5
