id_commande;date_commande;id_produit;quantité;entrepôt;statut
O014873;07/08/2024;P00279;1;Lyon;Livré
O014874;21/06/2024;P00471;4;Paris;Livré
O014875;11/08/2024;P00655;6;Lyon;Livré
O014876;05/03/2024;P00969;6;Paris;Annulé
O014877;03/10/2024;P00639;3;Lyon;Annulé
O014878;05/09/2024;P00058;9;Lyon;Expédié
O014879;16/09/2024;P00168;5;Paris;Expédié
O014880;10/05/2024;P00630;9;Marseille;Livré
O014881;22/04/2024;P00166;2;Marseille;Livré
O014882;12/10/2024;P00373;3;Lyon;Livré
O014883;13/10/2024;P00082;7;Lyon;Annulé
O014884;29/07/2024;P00870;5;Marseille;Livré
O014885;20/01/2024;P00134;9;Paris;Livré
O014886;02/08/2024;P00364;2;Marseille;Livré
O014887;05/11/2024;P00485;9;Lyon;Expédié
O014888;07/09/2024;P00046;8;Paris;Annulé
O014889;27/09/2024;P00262;5;Paris;Livré
O014890;28/06/2024;P00469;1;Marseille;Livré
O014891;12/07/2024;P00635;1;Lyon;Livré
O014892;08/11/2024;P00222;7;Paris;Annulé
O014893;19/03/2024;P00092;2;Paris;Expédié
O014894;28/06/2024;P00916;1;Marseille;Livré
O014895;11/06/2024;P00019;3;Lyon;Expédié
O014896;20/07/2024;P00270;2;Paris;Livré
O014897;14/01/2024;P00577;3;Marseille;Livré
O014898;12/12/2024;P00731;9;Lyon;Expédié
O014899;02/09/2024;P00864;9;Marseille;Expédié
O014900;14/01/2024;P00669;9;Marseille;Livré
O014901;08/04/2024;P00415;6;Marseille;Expédié
O014902;02/02/2024;P00665;3;Lyon;Livré
O014903;13/09/2024;P00247;6;Lyon;Livré
O014904;03/02/2024;P00711;3;Lyon;Livré
O014905;19/01/2024;P00743;8;Lyon;Expédié
O014906;31/05/2024;P00302;5;Lyon;Livré
O014907;16/09/2024;P00948;2;Marseille;Expédié
O014908;12/06/2024;P00016;5;Paris;Expédié
O014909;17/03/2024;P00620;3;Paris;Livré
O014910;09/11/2024;P00503;2;Paris;Livré
O014911;16/05/2024;P00395;8;Marseille;Livré
O014912;24/12/2024;P00786;9;Lyon;Livré
O014913;26/07/2024;P00876;3;Paris;Livré
O014914;29/08/2024;P00696;4;Marseille;Expédié
O014915;07/03/2024;P00184;7;Marseille;Expédié
O014916;25/04/2024;P00441;7;Lyon;Livré
O014917;20/07/2024;P00581;2;Lyon;Livré
O014918;06/09/2024;P00250;1;Paris;En attente
O014919;04/10/2024;P00376;3;Marseille;Livré
O014920;21/04/2024;P00962;2;Lyon;Livré
O014921;26/11/2024;P00458;8;Lyon;Livré
O014922;21/08/2024;P00730;5;Lyon;Livré
O014923;24/06/2024;P00088;9;Paris;Livré
O014924;22/05/2024;P00346;7;Marseille;Livré
O014925;01/02/2024;P00784;1;Lyon;Annulé
O014926;29/06/2024;P00729;6;Paris;Livré
O014927;07/03/2024;P00870;4;Lyon;Expédié
O014928;04/01/2024;P00390;1;Paris;Expédié
O014929;12/10/2024;P00180;2;Lyon;Expédié
O014930;25/09/2024;P00637;1;Marseille;Livré
O014931;23/08/2024;P00376;5;Paris;Livré
O014932;03/10/2024;P00183;5;Lyon;Annulé
O014933;10/02/2024;P00844;4;Lyon;En attente
O014934;30/04/2024;P00329;1;Lyon;Livré
O014935;01/10/2024;P00945;1;Paris;Annulé
O014936;18/08/2024;P00490;7;Paris;En attente
O014937;30/10/2024;P00200;9;Lyon;Expédié
O014938;26/03/2024;P00696;7;Paris;Expédié
O014939;03/03/2024;P00479;4;Lyon;Expédié
O014940;10/07/2024;P00809;4;Marseille;Livré
O014941;19/10/2024;P00736;9;Paris;Expédié
O014942;31/01/2024;P00455;6;Marseille;Livré
O014943;25/11/2024;P00992;2;Paris;Annulé
O014944;25/05/2024;P00874;1;Paris;Livré
O014945;16/04/2024;P00440;6;Marseille;En attente
O014946;24/12/2024;P00889;1;Paris;Livré
O014947;19/04/2024;P00601;3;Paris;Livré
O014948;02/10/2024;P00737;6;Paris;Livré
O014949;28/07/2024;P00499;5;Paris;Livré
O014950;18/05/2024;P00959;9;Lyon;Livré
O014951;26/03/2024;P00630;6;Marseille;Livré
O014952;13/02/2024;P00156;3;Lyon;Livré
O014953;22/03/2024;P00459;4;Marseille;Livré
O014954;04/03/2024;P00671;5;Lyon;En attente
O014955;08/12/2024;P00183;4;Lyon;Expédié
O014956;16/11/2024;P00436;3;Paris;En attente
O014957;24/02/2024;P00714;9;Marseille;Annulé
O014958;14/03/2024;P00578;9;Lyon;Expédié
O014959;08/05/2024;P00046;5;Lyon;En attente
O014960;12/09/2024;P00876;1;Paris;Expédié
O014961;18/08/2024;P00772;1;Marseille;Livré
O014962;16/05/2024;P00918;7;Paris;Livré
O014963;16/12/2024;P00941;3;Marseille;Expédié
O014964;20/12/2024;P00244;8;Lyon;Livré
O014965;21/04/2024;P00156;6;Paris;Livré
O014966;03/11/2024;P00394;6;Lyon;Expédié
O014967;25/05/2024;P00962;6;Paris;Expédié
O014968;02/02/2024;P00249;6;Lyon;Livré
O014969;16/09/2024;P00945;3;Marseille;Livré
O014970;27/03/2024;P00607;6;Lyon;Livré
O014971;26/11/2024;P00255;3;Paris;Annulé
O014972;21/09/2024;P00362;5;Lyon;En attente
O014973;15/11/2024;P00983;1;Marseille;Livré
O014974;30/01/2024;P00848;2;Marseille;En attente
O014975;19/08/2024;P00713;2;Lyon;Livré
O014976;16/03/2024;P00819;9;Paris;Expédié
O014977;08/05/2024;P00939;5;Marseille;Livré
O014978;27/09/2024;P00646;1;Paris;Livré
O014979;29/03/2024;P00377;2;Marseille;Livré
O014980;18/06/2024;P00153;6;Paris;Livré
O014981;07/05/2024;P00767;6;Paris;Livré
O014982;22/06/2024;P00772;2;Paris;Livré
O014983;26/01/2024;P00240;3;Lyon;Expédié
O014984;01/03/2024;P00460;4;Paris;En attente
O014985;07/03/2024;P00152;1;Lyon;Livré
O014986;26/01/2024;P00440;2;Paris;Livré
O014987;23/03/2024;P00603;7;Marseille;Livré
O014988;29/12/2024;P00240;6;Marseille;Expédié
O014989;29/02/2024;P00183;5;Lyon;Livré
O014990;08/02/2024;P00310;8;Paris;Livré
O014991;02/05/2024;P00259;3;Paris;Livré
O014992;18/10/2024;P00460;8;Paris;Livré
O014993;03/10/2024;P00431;5;Marseille;Expédié
O014994;30/10/2024;P00500;9;Lyon;Expédié
O014995;08/10/2024;P00798;9;Paris;En attente
O014996;09/07/2024;P00076;7;Marseille;Expédié
O014997;18/10/2024;P00297;3;Marseille;Expédié
O014998;31/05/2024;P00362;4;Paris;Annulé
O014999;20/08/2024;P00183;6;Lyon;Livré
O015000;25/05/2024;P00059;1;Lyon;Expédié
O015001;27/09/2024;P00552;2;Lyon;Expédié
O015002;30/11/2024;P00557;6;Lyon;Expédié
O015003;13/05/2024;P00406;9;Lyon;Livré
O015004;19/06/2024;P00527;4;Marseille;Livré
O015005;28/01/2024;P00732;3;Marseille;Livré
O015006;15/05/2024;P00785;8;Paris;Livré
O015007;28/08/2024;P00187;7;Lyon;Expédié
O015008;09/12/2024;P00876;2;Paris;En attente
O015009;15/08/2024;P00025;4;Paris;Expédié
O015010;13/10/2024;P00299;6;Lyon;Expédié
O015011;29/10/2024;P00192;2;Marseille;En attente
O015012;03/02/2024;P00691;6;Paris;En attente
O015013;02/01/2024;P00573;9;Marseille;Expédié
O015014;27/12/2024;P00941;4;Paris;Livré
O015015;13/07/2024;P00131;7;Lyon;Livré
O015016;03/04/2024;P00761;9;Marseille;Expédié
O015017;23/11/2024;P00676;8;Lyon;Livré
O015018;03/11/2024;P00991;2;Marseille;Expédié
O015019;14/05/2024;P00504;9;Paris;Expédié
O015020;22/07/2024;P00207;8;Paris;Expédié
O015021;06/09/2024;P00238;5;Paris;Livré
O015022;26/05/2024;P00192;9;Paris;Annulé
O015023;11/12/2024;P00028;6;Marseille;Expédié
O015024;13/12/2024;P00107;9;Paris;Expédié
O015025;10/09/2024;P00223;9;Lyon;Livré
O015026;29/11/2024;P00380;3;Marseille;Expédié
O015027;24/06/2024;P00429;7;Paris;Expédié
O015028;04/05/2024;P00084;4;Lyon;Livré
O015029;07/09/2024;P00498;4;Paris;Expédié
O015030;10/05/2024;P00237;7;Marseille;Livré
O015031;19/02/2024;P00149;6;Lyon;Expédié
O015032;02/04/2024;P00795;4;Marseille;Livré
O015033;05/11/2024;P00851;5;Paris;Expédié
O015034;07/08/2024;P00612;6;Lyon;Livré
O015035;29/11/2024;P00844;4;Lyon;Livré
O015036;29/11/2024;P00035;8;Paris;Expédié
O015037;20/01/2024;P00944;4;Paris;Livré
O015038;23/07/2024;P00097;4;Marseille;Expédié
O015039;31/03/2024;P00868;1;Paris;Livré
O015040;20/12/2024;P00233;6;Paris;Expédié
O015041;21/06/2024;P00407;1;Marseille;Expédié
O015042;07/07/2024;P00960;9;Marseille;Livré
O015043;07/11/2024;P00525;5;Marseille;Livré
O015044;02/01/2024;P00758;2;Paris;Expédié
O015045;26/12/2024;P00926;9;Lyon;Livré
O015046;16/06/2024;P00970;8;Marseille;Livré
O015047;24/01/2024;P00489;4;Paris;Livré
O015048;30/12/2024;P00404;3;Paris;Livré
O015049;08/03/2024;P00774;4;Lyon;Livré
O015050;12/07/2024;P00223;4;Lyon;Livré
O015051;24/03/2024;P00403;9;Marseille;Livré
O015052;25/07/2024;P00451;6;Marseille;En attente
O015053;18/02/2024;P00586;4;Marseille;Livré
O015054;01/02/2024;P00778;2;Paris;Expédié
O015055;12/11/2024;P00184;9;Lyon;Expédié
O015056;18/06/2024;P00277;7;Lyon;Livré
O015057;08/05/2024;P00895;5;Lyon;Livré
O015058;11/04/2024;P00568;2;Paris;Expédié
O015059;04/02/2024;P00569;1;Lyon;Livré
O015060;02/11/2024;P00386;7;Lyon;Expédié
O015061;17/07/2024;P00493;3;Lyon;Expédié
O015062;27/10/2024;P00295;8;Lyon;Livré
O015063;17/03/2024;P00061;4;Marseille;Livré
O015064;16/11/2024;P00685;5;Paris;Livré
O015065;14/01/2024;P00990;3;Lyon;Livré
O015066;14/12/2024;P00622;7;Paris;Livré
O015067;10/05/2024;P00924;4;Paris;Expédié
O015068;25/08/2024;P00146;1;Lyon;Livré
O015069;06/10/2024;P00526;5;Marseille;Livré
O015070;05/03/2024;P00183;2;Paris;Livré
O015071;17/05/2024;P00315;7;Lyon;Annulé
O015072;25/09/2024;P00877;2;Marseille;En attente
O015073;15/08/2024;P00659;4;Lyon;Livré
O015074;19/07/2024;P00744;2;Marseille;Expédié
O015075;21/05/2024;P00996;7;Paris;Expédié
O015076;09/04/2024;P00809;3;Paris;Livré
O015077;17/05/2024;P00652;2;Paris;Annulé
O015078;16/06/2024;P00660;2;Paris;Livré
O015079;08/04/2024;P00930;2;Marseille;Livré
O015080;06/11/2024;P00893;6;Marseille;En attente
O015081;14/11/2024;P00036;8;Lyon;En attente
O015082;22/11/2024;P00789;7;Marseille;Annulé
O015083;20/12/2024;P00056;1;Lyon;Livré
O015084;06/03/2024;P00979;3;Marseille;Expédié
O015085;30/11/2024;P00041;8;Paris;Livré
O015086;24/11/2024;P00383;8;Marseille;Livré
O015087;16/02/2024;P00169;9;Lyon;Livré
O015088;02/12/2024;P00171;7;Marseille;Livré
O015089;18/08/2024;P00618;5;Marseille;Livré
O015090;03/11/2024;P00739;3;Lyon;Livré
O015091;25/05/2024;P00456;8;Marseille;En attente
O015092;25/07/2024;P00598;5;Marseille;En attente
O015093;25/05/2024;P00491;5;Lyon;Livré
O015094;31/05/2024;P00294;8;Lyon;Livré
O015095;05/10/2024;P00658;8;Paris;Livré
O015096;19/05/2024;P00264;8;Marseille;Annulé
O015097;30/05/2024;P00247;4;Marseille;Livré
O015098;21/01/2024;P00962;3;Paris;En attente
O015099;10/09/2024;P00148;6;Marseille;Livré
O015100;04/03/2024;P00965;5;Lyon;Livré
O015101;05/08/2024;P00441;5;Lyon;Livré
O015102;12/03/2024;P00362;5;Paris;Annulé
O015103;10/06/2024;P00222;3;Marseille;Expédié
O015104;09/05/2024;P00658;7;Lyon;Livré
O015105;09/03/2024;P00108;5;Paris;Expédié
O015106;12/08/2024;P00956;4;Paris;Livré
O015107;02/09/2024;P00215;4;Lyon;Livré
O015108;08/03/2024;P00757;7;Lyon;Livré
O015109;16/04/2024;P00130;1;Lyon;Livré
O015110;18/04/2024;P00938;8;Paris;Annulé
O015111;23/11/2024;P00576;1;Marseille;Livré
O015112;12/04/2024;P00300;6;Paris;Expédié
O015113;20/05/2024;P00435;4;Marseille;Expédié
O015114;05/03/2024;P00869;7;Paris;Livré
O015115;13/05/2024;P00362;6;Paris;Livré
O015116;17/07/2024;P00224;5;Marseille;Expédié
O015117;03/06/2024;P00577;5;Marseille;Livré
O015118;19/03/2024;P00487;6;Lyon;Livré
O015119;06/09/2024;P00577;7;Paris;Livré
O015120;27/03/2024;P00374;3;Lyon;Expédié
O015121;30/10/2024;P00892;3;Paris;En attente
O015122;28/08/2024;P00694;7;Lyon;Expédié
O015123;28/03/2024;P00108;3;Paris;Expédié
O015124;19/11/2024;P00351;7;Lyon;Livré
O015125;20/06/2024;P00423;2;Lyon;Livré
O015126;22/12/2024;P00392;8;Marseille;En attente
O015127;17/01/2024;P00835;9;Marseille;Livré
O015128;10/08/2024;P00623;6;Marseille;Livré
O015129;20/10/2024;P00076;2;Marseille;Livré
O015130;05/11/2024;P00250;9;Lyon;Expédié
O015131;06/08/2024;P00241;5;Lyon;Livré
O015132;21/08/2024;P00226;4;Paris;Expédié
O015133;04/09/2024;P00817;7;Lyon;Expédié
O015134;21/02/2024;P00473;6;Marseille;Livré
O015135;15/01/2024;P00676;4;Lyon;Annulé
O015136;19/11/2024;P00263;2;Marseille;Expédié
O015137;21/04/2024;P00015;4;Marseille;Expédié
O015138;02/07/2024;P00341;1;Lyon;En attente
O015139;25/12/2024;P00665;8;Paris;Expédié
O015140;07/01/2024;P00496;4;Marseille;Livré
O015141;20/02/2024;P00441;2;Marseille;Livré
O015142;09/11/2024;P00550;5;Lyon;Expédié
O015143;28/08/2024;P00037;1;Paris;Livré
O015144;01/09/2024;P00634;2;Marseille;Expédié
O015145;30/12/2024;P00784;8;Paris;Livré
O015146;04/07/2024;P00769;4;Lyon;Livré
O015147;13/10/2024;P00175;9;Paris;Livré
O015148;01/04/2024;P00436;4;Marseille;Livré
O015149;15/04/2024;P00293;2;Paris;Livré
O015150;13/01/2024;P00301;8;Paris;Livré
O015151;25/05/2024;P00654;4;Lyon;Livré
O015152;28/04/2024;P00953;8;Lyon;Livré
O015153;21/07/2024;P00674;2;Lyon;Livré
O015154;20/05/2024;P00962;4;Paris;Livré
O015155;24/04/2024;P00927;1;Lyon;Livré
O015156;31/05/2024;P00339;8;Lyon;Expédié
O015157;26/02/2024;P00979;6;Lyon;Livré
O015158;05/06/2024;P00940;2;Marseille;Expédié
O015159;05/11/2024;P00023;3;Marseille;Livré
O015160;12/05/2024;P00350;6;Marseille;Livré
O015161;11/06/2024;P00849;9;Lyon;En attente
O015162;01/10/2024;P00066;7;Marseille;Expédié
O015163;01/07/2024;P00395;9;Paris;Livré
O015164;17/03/2024;P00433;4;Lyon;Expédié
O015165;20/11/2024;P00974;8;Paris;En attente
O015166;13/02/2024;P00570;2;Paris;Livré
O015167;24/07/2024;P00029;2;Paris;Livré
O015168;07/02/2024;P00083;4;Paris;Livré
O015169;13/11/2024;P00476;3;Paris;Expédié
O015170;22/01/2024;P00435;8;Paris;Expédié
O015171;13/03/2024;P00641;2;Lyon;Livré
O015172;28/08/2024;P00133;4;Lyon;Livré
O015173;02/06/2024;P00115;9;Paris;Expédié
O015174;24/08/2024;P00034;9;Lyon;Annulé
O015175;05/01/2024;P00637;4;Paris;Livré
O015176;08/08/2024;P00078;3;Lyon;Expédié
O015177;05/11/2024;P00275;1;Lyon;Expédié
O015178;26/03/2024;P00344;1;Lyon;En attente
O015179;25/06/2024;P00680;8;Paris;Livré
O015180;15/09/2024;P00081;9;Paris;Expédié
O015181;07/08/2024;P00962;9;Lyon;Livré
O015182;07/02/2024;P00607;5;Marseille;Livré
O015183;21/05/2024;P00721;2;Paris;En attente
O015184;22/08/2024;P00960;7;Paris;Expédié
O015185;21/07/2024;P00072;4;Paris;En attente
O015186;24/11/2024;P00145;4;Paris;Livré
O015187;20/10/2024;P00038;4;Paris;Livré
O015188;20/06/2024;P00474;3;Lyon;Expédié
O015189;04/05/2024;P00171;4;Lyon;Annulé
O015190;21/11/2024;P00040;2;Marseille;Livré
O015191;05/03/2024;P00173;9;Lyon;En attente
O015192;07/10/2024;P00424;7;Paris;En attente
O015193;28/09/2024;P00199;1;Paris;Livré
O015194;31/08/2024;P00888;5;Paris;Expédié
O015195;15/01/2024;P00856;2;Marseille;Livré
O015196;13/08/2024;P00222;3;Lyon;Expédié
O015197;10/05/2024;P00602;3;Paris;Livré
O015198;13/07/2024;P00798;7;Paris;Livré
O015199;19/10/2024;P00675;3;Lyon;Expédié
O015200;27/07/2024;P00450;7;Lyon;Expédié
O015201;22/04/2024;P00428;8;Paris;Livré
O015202;31/08/2024;P00900;2;Marseille;Livré
O015203;14/06/2024;P00448;1;Paris;Livré
O015204;09/07/2024;P00645;6;Marseille;Livré
O015205;13/09/2024;P00432;9;Paris;Livré
O015206;22/11/2024;P00322;6;Lyon;Livré
O015207;05/08/2024;P00863;8;Marseille;Livré
O015208;24/12/2024;P00795;5;Lyon;Expédié
O015209;01/10/2024;P00152;8;Lyon;Livré
O015210;21/02/2024;P00824;4;Marseille;Livré
O015211;06/06/2024;P00045;6;Lyon;Expédié
O015212;28/12/2024;P00324;8;Lyon;En attente
O015213;24/02/2024;P00412;1;Paris;Livré
O015214;14/01/2024;P00261;6;Marseille;Livré
O015215;25/09/2024;P00219;8;Lyon;Livré
O015216;05/12/2024;P00620;5;Marseille;Livré
O015217;30/03/2024;P00047;3;Paris;Livré
O015218;27/01/2024;P00645;5;Lyon;Expédié
O015219;29/03/2024;P00773;3;Paris;Expédié
O015220;10/02/2024;P00688;6;Marseille;En attente
O015221;30/10/2024;P00633;6;Marseille;Expédié
O015222;24/09/2024;P00841;5;Lyon;Livré
O015223;17/05/2024;P00303;7;Paris;Expédié
O015224;06/01/2024;P00190;7;Marseille;Livré
O015225;29/08/2024;P00923;6;Marseille;Livré
O015226;10/06/2024;P00772;6;Paris;Livré
O015227;28/06/2024;P00689;4;Marseille;Livré
O015228;23/10/2024;P00984;4;Marseille;En attente
O015229;06/01/2024;P00859;3;Paris;Livré
O015230;27/09/2024;P00577;7;Paris;Livré
O015231;28/09/2024;P00864;3;Paris;Livré
O015232;04/06/2024;P00336;9;Marseille;Livré
O015233;25/03/2024;P00855;9;Lyon;Livré
O015234;18/07/2024;P00220;6;Lyon;Livré
O015235;10/01/2024;P00829;7;Marseille;Livré
O015236;17/05/2024;P00660;3;Marseille;Livré
O015237;29/08/2024;P00977;3;Paris;Expédié
O015238;19/07/2024;P00612;1;Marseille;Livré
O015239;04/06/2024;P00119;6;Marseille;Livré
O015240;01/10/2024;P00621;3;Lyon;Livré
O015241;12/08/2024;P00904;1;Lyon;En attente
O015242;08/03/2024;P00082;8;Marseille;En attente
O015243;02/07/2024;P00013;8;Lyon;Livré
O015244;13/07/2024;P00969;8;Marseille;Livré
O015245;11/02/2024;P00933;8;Paris;Expédié
O015246;30/05/2024;P00478;5;Marseille;Annulé
O015247;24/03/2024;P00299;7;Lyon;Livré
O015248;13/05/2024;P00092;3;Marseille;Expédié
O015249;04/11/2024;P00750;2;Lyon;Livré
O015250;19/12/2024;P00696;6;Marseille;Annulé
O015251;24/10/2024;P00690;1;Marseille;Expédié
O015252;30/01/2024;P00722;2;Lyon;Expédié
O015253;09/01/2024;P00276;7;Marseille;Livré
O015254;18/06/2024;P00304;9;Marseille;Livré
O015255;16/10/2024;P00868;7;Marseille;Livré
O015256;16/06/2024;P00787;8;Paris;Livré
O015257;09/12/2024;P00837;8;Lyon;Livré
O015258;24/05/2024;P00994;3;Marseille;En attente
O015259;15/08/2024;P00273;6;Paris;Livré
O015260;01/11/2024;P00412;2;Lyon;Livré
O015261;16/03/2024;P00036;9;Paris;Livré
O015262;10/08/2024;P00422;7;Paris;Livré
O015263;25/06/2024;P00478;3;Marseille;Expédié
O015264;07/07/2024;P00502;6;Paris;Livré
O015265;28/10/2024;P00338;1;Marseille;Livré
O015266;15/02/2024;P00582;7;Lyon;Livré
O015267;17/01/2024;P00628;9;Paris;En attente
O015268;06/03/2024;P00410;5;Paris;Livré
O015269;25/12/2024;P00463;9;Paris;Livré
O015270;17/09/2024;P00513;8;Paris;Livré
O015271;02/05/2024;P00081;8;Marseille;Expédié
O015272;18/08/2024;P00479;6;Marseille;Livré
O015273;04/05/2024;P00386;3;Lyon;Livré
O015274;21/04/2024;P00420;4;Lyon;Expédié
O015275;28/09/2024;P00440;1;Lyon;Expédié
O015276;21/03/2024;P00035;6;Marseille;Livré
O015277;02/09/2024;P00895;7;Paris;En attente
O015278;12/12/2024;P00795;9;Marseille;En attente
O015279;23/11/2024;P00501;5;Marseille;Livré
O015280;02/08/2024;P00707;2;Lyon;En attente
O015281;17/12/2024;P00184;7;Lyon;Livré
O015282;22/08/2024;P00558;7;Lyon;Livré
O015283;22/03/2024;P00148;5;Marseille;Livré
O015284;20/10/2024;P00264;2;Paris;Expédié
O015285;05/11/2024;P00605;7;Lyon;Livré
O015286;16/03/2024;P00840;1;Marseille;En attente
O015287;15/01/2024;P00489;6;Paris;Livré
O015288;07/08/2024;P00626;6;Lyon;En attente
O015289;17/08/2024;P00859;6;Lyon;Livré
O015290;21/09/2024;P00282;3;Lyon;Livré
O015291;20/09/2024;P00615;3;Marseille;Expédié
O015292;19/04/2024;P00202;1;Paris;Expédié
O015293;02/11/2024;P00574;4;Marseille;Livré
O015294;18/07/2024;P00606;7;Lyon;Expédié
O015295;13/08/2024;P00417;1;Marseille;Expédié
O015296;03/07/2024;P00317;2;Marseille;Livré
O015297;31/01/2024;P00228;2;Paris;Livré
O015298;11/04/2024;P00916;5;Marseille;Livré
O015299;15/09/2024;P00068;8;Lyon;Livré
O015300;08/04/2024;P00983;5;Marseille;Expédié
O015301;04/12/2024;P00797;1;Paris;Expédié
O015302;25/10/2024;P00814;1;Paris;Livré
O015303;11/10/2024;P00480;5;Paris;Expédié
O015304;22/09/2024;P00677;2;Marseille;Livré
O015305;19/05/2024;P00101;3;Lyon;En attente
O015306;28/10/2024;P00243;2;Marseille;Livré
O015307;12/10/2024;P00090;9;Paris;En attente
O015308;15/12/2024;P00949;5;Marseille;Livré
O015309;03/08/2024;P00901;1;Lyon;Expédié
O015310;01/02/2024;P00600;3;Paris;Expédié
O015311;29/10/2024;P00127;8;Marseille;En attente
O015312;28/03/2024;P00619;4;Paris;Livré
O015313;03/03/2024;P00834;8;Lyon;Livré
O015314;05/10/2024;P00399;1;Marseille;Expédié
O015315;14/03/2024;P00302;8;Lyon;Livré
O015316;01/11/2024;P00494;9;Marseille;Livré
O015317;03/05/2024;P01000;7;Paris;Annulé
O015318;25/09/2024;P00756;3;Paris;Expédié
O015319;11/10/2024;P00697;2;Marseille;En attente
O015320;30/04/2024;P00776;1;Lyon;Expédié
O015321;11/12/2024;P00421;7;Marseille;Livré
O015322;30/07/2024;P00613;1;Lyon;Expédié
O015323;27/05/2024;P00953;6;Paris;Annulé
O015324;18/03/2024;P00765;1;Marseille;Annulé
O015325;30/12/2024;P00142;4;Marseille;Annulé
O015326;14/01/2024;P00901;5;Paris;Livré
O015327;15/05/2024;P00253;1;Lyon;Livré
O015328;30/10/2024;P00073;8;Marseille;Expédié
O015329;06/10/2024;P00214;7;Lyon;Livré
O015330;19/03/2024;P00379;1;Paris;En attente
O015331;30/08/2024;P00299;5;Marseille;Livré
O015332;11/07/2024;P00945;4;Marseille;Livré
O015333;29/08/2024;P00379;1;Lyon;Livré
O015334;20/02/2024;P00492;4;Marseille;Livré
O015335;19/08/2024;P00684;4;Marseille;Livré
O015336;15/09/2024;P00952;6;Marseille;Livré
O015337;05/08/2024;P00304;4;Paris;Livré
O015338;24/07/2024;P00926;5;Paris;En attente
O015339;09/11/2024;P00929;3;Lyon;En attente
O015340;06/11/2024;P00498;7;Paris;Livré
O015341;29/04/2024;P00742;3;Marseille;Livré
O015342;20/03/2024;P00933;5;Marseille;Livré
O015343;11/02/2024;P00946;2;Lyon;Expédié
O015344;21/01/2024;P00237;8;Lyon;Expédié
O015345;10/01/2024;P00230;4;Paris;Expédié
O015346;08/11/2024;P00007;1;Lyon;Livré
O015347;01/06/2024;P00707;2;Marseille;Livré
O015348;07/11/2024;P00256;7;Lyon;Livré
O015349;20/10/2024;P00171;7;Paris;Expédié
O015350;26/03/2024;P00552;2;Paris;Livré
O015351;22/04/2024;P00288;8;Marseille;Livré
O015352;07/07/2024;P00740;1;Lyon;Expédié
O015353;21/04/2024;P00234;4;Lyon;En attente
O015354;23/06/2024;P00873;8;Paris;En attente
O015355;05/11/2024;P00695;5;Lyon;Expédié
O015356;28/10/2024;P00493;8;Lyon;Annulé
O015357;04/01/2024;P00211;8;Lyon;Livré
O015358;09/08/2024;P00991;9;Marseille;Livré
O015359;08/08/2024;P00862;1;Lyon;Expédié
O015360;19/06/2024;P00367;1;Paris;Livré
O015361;13/11/2024;P00229;9;Lyon;En attente
O015362;31/07/2024;P00345;7;Marseille;Expédié
O015363;09/09/2024;P00767;9;Paris;Livré
O015364;03/05/2024;P00077;2;Paris;Livré
O015365;07/05/2024;P00460;8;Marseille;Livré
O015366;31/07/2024;P00265;1;Marseille;En attente
O015367;21/04/2024;P00504;4;Lyon;Livré
O015368;25/03/2024;P00744;8;Marseille;Livré
O015369;04/01/2024;P00649;4;Marseille;Expédié
O015370;05/03/2024;P00576;3;Lyon;Livré
O015371;13/11/2024;P00245;7;Paris;Expédié
O015372;11/12/2024;P00429;5;Lyon;Expédié
O015373;29/04/2024;P00091;1;Marseille;Expédié
O015374;30/08/2024;P00445;4;Marseille;Livré
O015375;16/05/2024;P00233;4;Paris;Livré
