id_commande;id_produit;quantite;entrepot;date_retour;motif
O048223;P00992;7;Lyon;30/09/2024;Mauvais article
O034840;P00613;1;Marseille;21/11/2024;Pas comme decrit
O026154;P00829;2;Paris;10/05/2024;Endommage
O007144;P00061;4;Paris;28/11/2024;Mauvais article
O038213;P00066;4;Lyon;25/05/2024;Mauvais article
O029125;P00983;2;Marseille;27/01/2025;Pas comme decrit
O045449;P00731;2;Paris;04/03/2024;Mauvais article
O033282;P00968;2;Marseille;09/08/2024;Mauvais article
O045018;P00517;8;Marseille;25/08/2024;Endommage
O033907;P00135;9;Paris;14/02/2024;Endommage
O031058;P00504;2;Marseille;22/12/2024;Mauvais article
O026844;P00747;6;Paris;02/05/2024;Mauvais article
O036442;P00886;9;Lyon;14/10/2024;Mauvais article
O032442;P00530;9;Lyon;25/11/2024;Mauvais article
O000855;P00538;4;Lyon;28/01/2025;Pas comme decrit
O016246;P00414;1;Paris;31/03/2024;Le client a change d'avis
O020466;P00129;9;Marseille;27/08/2024;Endommage
O045298;P00040;8;Paris;13/10/2024;Mauvais article
O024078;P00531;2;Lyon;20/06/2024;Pas comme decrit
O017872;P00916;8;Paris;18/08/2024;Mauvais article
O048033;P00025;8;Lyon;24/11/2024;Mauvais article
O001929;P00376;9;Lyon;13/06/2024;Le client a change d'avis
O006557;P00069;3;Marseille;11/09/2024;Le client a change d'avis
O029755;P00100;9;Paris;05/06/2024;Pas comme decrit
O042903;P00020;6;Lyon;16/08/2024;Endommage
O000964;P00006;2;Lyon;16/05/2024;Pas comme decrit
O009233;P00379;8;Marseille;07/12/2024;Endommage
O001170;P00345;5;Paris;11/09/2024;Le client a change d'avis
O027961;P00639;8;Marseille;02/06/2024;Pas comme decrit
O014831;P00867;7;Marseille;25/11/2024;Endommage
O011992;P00188;9;Paris;19/10/2024;Endommage
O035967;P00198;6;Marseille;03/05/2024;Pas comme decrit
O000077;P00350;5;Paris;10/02/2024;Le client a change d'avis
O009281;P00649;7;Lyon;31/12/2024;Mauvais article
O044452;P00949;4;Lyon;04/10/2024;Le client a change d'avis
O028735;P00989;2;Lyon;25/04/2024;Pas comme decrit
O017283;P00314;8;Lyon;26/10/2024;Pas comme decrit
O021771;P00867;1;Lyon;25/04/2024;Endommage
O002433;P00896;3;Paris;19/07/2024;Mauvais article
O016328;P00540;7;Marseille;25/06/2024;Endommage
O028880;P00047;7;Marseille;08/03/2024;Le client a change d'avis
O029768;P00148;5;Marseille;02/10/2024;Le client a change d'avis
O006179;P00695;8;Lyon;23/02/2024;Endommage
O043716;P00042;4;Marseille;15/04/2024;Mauvais article
O003082;P00430;4;Lyon;15/05/2024;Pas comme decrit
O021484;P00306;9;Lyon;05/05/2024;Mauvais article
O009087;P00952;6;Marseille;18/10/2024;Le client a change d'avis
O012171;P00912;7;Lyon;12/03/2024;Le client a change d'avis
O017019;P00071;6;Paris;13/08/2024;Endommage
O013092;P00807;5;Paris;06/12/2024;Pas comme decrit
O015028;P00084;4;Lyon;05/06/2024;Pas comme decrit
O047995;P00028;6;Marseille;05/06/2024;Le client a change d'avis
O017080;P00922;6;Paris;01/12/2024;Pas comme decrit
O026833;P00287;3;Paris;12/02/2024;Le client a change d'avis
O014557;P00680;2;Lyon;23/03/2024;Mauvais article
O014138;P00856;7;Paris;06/06/2024;Mauvais article
O045105;P00826;9;Paris;03/08/2024;Pas comme decrit
O037379;P00670;2;Marseille;04/10/2024;Le client a change d'avis
O020669;P00116;4;Paris;29/03/2024;Le client a change d'avis
O004376;P00330;4;Lyon;24/12/2024;Endommage
O044302;P00619;2;Marseille;08/01/2025;Pas comme decrit
O030469;P00463;1;Marseille;05/07/2024;Endommage
O039156;P00440;4;Marseille;24/04/2024;Le client a change d'avis
O037365;P00097;7;Lyon;01/04/2024;Mauvais article
O039431;P00836;3;Marseille;28/07/2024;Mauvais article
O004580;P00894;6;Paris;30/03/2024;Le client a change d'avis
O037449;P00080;8;Marseille;11/07/2024;Endommage
O009707;P00214;7;Lyon;21/07/2024;Le client a change d'avis
O048423;P00934;5;Paris;26/04/2024;Endommage
O000185;P00661;2;Marseille;21/04/2024;Endommage
O015784;P00789;9;Lyon;27/10/2024;Pas comme decrit
O003661;P00490;4;Marseille;11/01/2025;Pas comme decrit
O032364;P00208;6;Paris;02/02/2025;Pas comme decrit
O000174;P00921;2;Lyon;24/12/2024;Le client a change d'avis
O005462;P00467;3;Lyon;23/02/2024;Mauvais article
O035568;P00524;9;Paris;07/07/2024;Pas comme decrit
O026987;P00565;5;Paris;10/02/2024;Le client a change d'avis
O047669;P00176;4;Paris;02/11/2024;Pas comme decrit
O020619;P00771;3;Lyon;02/05/2024;Le client a change d'avis
O025509;P00148;7;Lyon;26/08/2024;Pas comme decrit
O039760;P00842;8;Lyon;04/10/2024;Le client a change d'avis
O049050;P00180;4;Paris;18/11/2024;Mauvais article
O020784;P00733;7;Paris;13/05/2024;Endommage
O009725;P00194;2;Paris;12/12/2024;Mauvais article
O007100;P00599;5;Marseille;21/12/2024;Endommage
O024780;P00155;9;Paris;23/05/2024;Le client a change d'avis
O006172;P00006;4;Lyon;19/12/2024;Pas comme decrit
O023674;P00604;2;Lyon;30/06/2024;Mauvais article
O047177;P00522;7;Marseille;20/04/2024;Pas comme decrit
O035215;P00911;2;Lyon;30/12/2024;Endommage
O001712;P00144;3;Marseille;04/10/2024;Endommage
O030976;P00280;2;Lyon;29/02/2024;Pas comme decrit
O027113;P00062;4;Paris;16/10/2024;Endommage
O045685;P00326;9;Marseille;29/09/2024;Endommage
O018592;P00724;1;Lyon;02/04/2024;Mauvais article
O015244;P00969;8;Marseille;29/07/2024;Pas comme decrit
O005207;P00606;9;Marseille;31/08/2024;Endommage
O039081;P00677;5;Lyon;13/10/2024;Endommage
O005860;P00364;4;Lyon;26/05/2024;Pas comme decrit
O039901;P00096;9;Lyon;19/07/2024;Le client a change d'avis
O015411;P00490;1;Marseille;05/09/2024;Mauvais article
O028311;P00828;7;Marseille;25/02/2024;Mauvais article
O044852;P00315;5;Marseille;09/04/2024;Pas comme decrit
O036585;P01000;3;Lyon;05/02/2024;Mauvais article
O024491;P00348;5;Lyon;27/11/2024;Le client a change d'avis
O019855;P00043;7;Paris;05/01/2025;Pas comme decrit
O043916;P00630;5;Lyon;03/02/2024;Pas comme decrit
O023910;P00783;9;Marseille;21/03/2024;Endommage
O047291;P00828;4;Paris;19/03/2024;Endommage
O007438;P00623;2;Lyon;30/12/2024;Le client a change d'avis
O033631;P00163;9;Lyon;02/09/2024;Mauvais article
O028431;P00209;4;Paris;15/08/2024;Pas comme decrit
O001455;P00560;8;Paris;07/09/2024;Pas comme decrit
O041314;P00065;7;Lyon;31/07/2024;Mauvais article
O012015;P00529;9;Lyon;20/12/2024;Mauvais article
O028824;P00646;6;Lyon;20/09/2024;Le client a change d'avis
O043575;P00351;6;Paris;03/07/2024;Endommage
O046986;P00035;9;Paris;26/07/2024;Le client a change d'avis
O003768;P00870;7;Paris;12/09/2024;Pas comme decrit
O011651;P00890;6;Paris;24/11/2024;Mauvais article
O028736;P00534;1;Paris;15/10/2024;Mauvais article
O018793;P00568;8;Marseille;13/07/2024;Le client a change d'avis
O030852;P00257;8;Lyon;26/09/2024;Le client a change d'avis
O035750;P00859;2;Lyon;15/10/2024;Pas comme decrit
O034043;P00383;3;Lyon;10/02/2024;Mauvais article
O049180;P00698;1;Marseille;17/02/2024;Mauvais article
O001879;P00890;8;Marseille;08/04/2024;Mauvais article
O021386;P00211;3;Paris;22/03/2024;Endommage
O000107;P00405;3;Lyon;29/11/2024;Le client a change d'avis
O011365;P00086;7;Marseille;04/04/2024;Pas comme decrit
O027523;P00655;8;Paris;30/05/2024;Pas comme decrit
O018542;P00617;3;Paris;03/05/2024;Le client a change d'avis
O047255;P00336;5;Lyon;17/01/2024;Pas comme decrit
O030172;P00493;6;Lyon;28/03/2024;Endommage
O002895;P00151;9;Marseille;13/03/2024;Pas comme decrit
O027656;P00797;6;Marseille;16/10/2024;Le client a change d'avis
O000827;P00339;3;Paris;07/12/2024;Endommage
O005507;P00416;3;Lyon;05/11/2024;Mauvais article
O006098;P00152;8;Lyon;23/11/2024;Mauvais article
O028045;P00790;5;Paris;26/09/2024;Endommage
O039572;P00030;1;Lyon;22/10/2024;Pas comme decrit
O003479;P00570;7;Marseille;21/11/2024;Le client a change d'avis
O002236;P00033;3;Marseille;06/04/2024;Mauvais article
O005704;P00173;1;Marseille;14/02/2024;Mauvais article
O000592;P00036;3;Marseille;07/11/2024;Le client a change d'avis
O039982;P00219;6;Lyon;30/11/2024;Pas comme decrit
O001003;P00682;5;Marseille;06/01/2025;Endommage
O000273;P00408;5;Marseille;20/03/2024;Le client a change d'avis
O009828;P00351;4;Marseille;29/09/2024;Endommage
O000076;P00752;5;Lyon;22/04/2024;Pas comme decrit
O009768;P00524;6;Paris;08/06/2024;Endommage
O042675;P00477;7;Lyon;21/06/2024;Le client a change d'avis
O000336;P00082;6;Marseille;26/12/2024;Pas comme decrit
O002620;P00282;7;Marseille;21/06/2024;Endommage
O041823;P00586;8;Lyon;09/10/2024;Mauvais article
O019634;P00879;8;Paris;24/11/2024;Endommage
O025388;P00655;4;Paris;04/10/2024;Endommage
O030150;P00633;1;Paris;16/10/2024;Endommage
O004424;P00177;3;Lyon;20/11/2024;Endommage
O026616;P00805;3;Paris;23/09/2024;Mauvais article
O004438;P00278;1;Marseille;06/05/2024;Pas comme decrit
O013944;P00981;2;Marseille;10/02/2024;Endommage
O001556;P00205;4;Marseille;08/01/2025;Mauvais article
O028038;P00441;2;Marseille;01/08/2024;Mauvais article
O023856;P00558;6;Paris;20/06/2024;Le client a change d'avis
O006449;P00667;4;Paris;05/10/2024;Le client a change d'avis
O006992;P00359;3;Lyon;28/03/2024;Le client a change d'avis
O027228;P00623;6;Marseille;26/03/2024;Le client a change d'avis
O032072;P00947;1;Lyon;21/11/2024;Endommage
O005906;P00339;2;Lyon;08/10/2024;Mauvais article
O037972;P00288;7;Marseille;13/12/2024;Pas comme decrit
O018712;P00554;1;Marseille;08/05/2024;Mauvais article
O005965;P00721;4;Paris;02/05/2024;Pas comme decrit
O002248;P00195;4;Paris;29/05/2024;Mauvais article
O008161;P00125;1;Marseille;21/07/2024;Pas comme decrit
O039446;P00104;6;Marseille;02/02/2024;Le client a change d'avis
O006457;P00175;1;Marseille;21/03/2024;Pas comme decrit
O009546;P00248;8;Marseille;13/01/2025;Le client a change d'avis
O029383;P00570;5;Lyon;11/01/2025;Le client a change d'avis
O000602;P00304;4;Paris;09/12/2024;Mauvais article
O007884;P00104;3;Marseille;11/11/2024;Pas comme decrit
O010610;P00649;3;Paris;27/02/2024;Mauvais article
O049378;P00131;6;Marseille;30/10/2024;Mauvais article
O002421;P00337;8;Paris;22/02/2024;Le client a change d'avis
O001061;P00283;2;Marseille;15/09/2024;Le client a change d'avis
O010417;P00488;5;Marseille;12/01/2025;Pas comme decrit
O041180;P00713;2;Marseille;21/07/2024;Mauvais article
O006628;P00591;7;Marseille;10/05/2024;Pas comme decrit
O001954;P00142;9;Paris;14/08/2024;Le client a change d'avis
O026605;P00633;7;Lyon;18/09/2024;Mauvais article
O012203;P00022;4;Paris;18/12/2024;Le client a change d'avis
O006771;P00439;7;Marseille;08/09/2024;Mauvais article
O020507;P00616;3;Lyon;24/02/2024;Le client a change d'avis
O035038;P00769;9;Paris;23/02/2024;Endommage
O036856;P00514;8;Lyon;16/09/2024;Endommage
O009868;P00428;7;Paris;11/12/2024;Le client a change d'avis
O038714;P00947;5;Paris;17/12/2024;Mauvais article
O008139;P00757;3;Lyon;09/02/2024;Pas comme decrit
O038468;P00323;2;Marseille;04/01/2025;Mauvais article
O042741;P00548;1;Marseille;04/03/2024;Endommage
O033044;P00864;9;Lyon;11/07/2024;Le client a change d'avis
O039989;P00420;2;Marseille;24/08/2024;Pas comme decrit
O036503;P00075;7;Lyon;25/03/2024;Pas comme decrit
O032044;P00718;1;Marseille;27/04/2024;Pas comme decrit
O048863;P00238;7;Paris;19/07/2024;Endommage
O047594;P00667;1;Lyon;25/02/2024;Le client a change d'avis
O003365;P00547;3;Marseille;23/04/2024;Mauvais article
O009613;P00115;1;Lyon;06/12/2024;Endommage
O023508;P00360;3;Paris;14/06/2024;Mauvais article
O047521;P00375;3;Paris;02/09/2024;Le client a change d'avis
O005348;P00697;2;Marseille;16/06/2024;Pas comme decrit
O031020;P00686;8;Marseille;30/06/2024;Le client a change d'avis
O010398;P00636;7;Lyon;08/03/2024;Endommage
O008596;P00004;8;Marseille;03/12/2024;Le client a change d'avis
O006141;P00115;6;Paris;27/08/2024;Le client a change d'avis
O014608;P00875;1;Marseille;07/01/2025;Pas comme decrit
O021938;P00712;5;Paris;15/01/2025;Pas comme decrit
O016458;P00522;5;Lyon;11/08/2024;Pas comme decrit
O032819;P00625;4;Marseille;17/12/2024;Le client a change d'avis
O032978;P00829;4;Marseille;01/08/2024;Le client a change d'avis
O022378;P00048;8;Paris;19/11/2024;Le client a change d'avis
O013369;P00132;5;Marseille;10/05/2024;Pas comme decrit
O000226;P00288;6;Marseille;02/03/2024;Endommage
O003594;P00697;8;Lyon;27/04/2024;Le client a change d'avis
O032037;P00498;5;Paris;31/07/2024;Endommage
O025605;P00577;6;Lyon;16/12/2024;Endommage
O031649;P00802;2;Lyon;14/05/2024;Pas comme decrit
O037091;P00284;5;Lyon;15/09/2024;Pas comme decrit
O013223;P00328;2;Marseille;18/10/2024;Le client a change d'avis
O004593;P00636;1;Paris;24/01/2024;Pas comme decrit
O014070;P00247;9;Paris;13/12/2024;Endommage
O020087;P00716;6;Paris;06/07/2024;Le client a change d'avis
O017503;P00892;8;Lyon;02/01/2025;Le client a change d'avis
O010298;P00805;2;Marseille;10/01/2025;Le client a change d'avis
O020445;P00256;3;Lyon;01/01/2025;Mauvais article
O002050;P00990;8;Lyon;18/10/2024;Le client a change d'avis
O014405;P00698;4;Lyon;22/08/2024;Mauvais article
O017298;P00219;4;Marseille;13/01/2025;Le client a change d'avis
O021940;P00272;4;Lyon;18/04/2024;Pas comme decrit
O005494;P00508;5;Marseille;15/05/2024;Pas comme decrit
O025056;P00149;7;Marseille;06/08/2024;Pas comme decrit
O007407;P00203;8;Paris;09/02/2024;Le client a change d'avis
O019289;P00358;8;Marseille;16/10/2024;Mauvais article
O014762;P00759;6;Lyon;25/11/2024;Le client a change d'avis
O043285;P00199;2;Marseille;20/04/2024;Endommage
O032820;P00612;7;Lyon;21/08/2024;Le client a change d'avis
O007342;P00058;7;Paris;25/05/2024;Mauvais article
O018978;P00839;2;Lyon;06/03/2024;Mauvais article
O041553;P00254;2;Paris;17/04/2024;Le client a change d'avis
O031474;P00527;5;Marseille;11/07/2024;Le client a change d'avis
O037312;P00062;5;Marseille;15/08/2024;Endommage
O013951;P00130;2;Paris;12/05/2024;Endommage
O043242;P00053;7;Marseille;22/04/2024;Mauvais article
O045095;P00424;5;Paris;02/05/2024;Le client a change d'avis
O038209;P00229;6;Lyon;14/10/2024;Pas comme decrit
O000760;P00964;7;Paris;03/04/2024;Mauvais article
O044786;P00828;3;Lyon;24/10/2024;Mauvais article
O040463;P00375;1;Lyon;27/07/2024;Mauvais article
O033697;P00224;3;Marseille;06/01/2025;Le client a change d'avis
O004316;P00518;1;Marseille;20/02/2024;Le client a change d'avis
O045202;P00772;8;Paris;05/11/2024;Endommage
O048569;P00919;1;Paris;09/10/2024;Pas comme decrit
O003728;P00068;5;Paris;26/01/2025;Endommage
O029574;P00445;7;Marseille;09/09/2024;Pas comme decrit
O032469;P00599;2;Lyon;13/03/2024;Mauvais article
O002657;P00462;3;Marseille;11/07/2024;Le client a change d'avis
O024061;P00087;3;Lyon;10/01/2025;Pas comme decrit
O015752;P00653;2;Lyon;04/08/2024;Mauvais article
O005863;P00566;2;Marseille;29/05/2024;Pas comme decrit
O038446;P00387;5;Paris;30/08/2024;Mauvais article
O041446;P00688;3;Paris;23/07/2024;Endommage
O017041;P00242;7;Lyon;15/01/2025;Pas comme decrit
O016146;P00657;9;Paris;02/05/2024;Endommage
O029663;P00374;3;Paris;13/05/2024;Mauvais article
O015768;P00625;1;Paris;27/12/2024;Endommage
O026087;P00581;4;Marseille;10/05/2024;Pas comme decrit
O002958;P00422;7;Marseille;03/05/2024;Pas comme decrit
O002943;P00246;7;Lyon;16/05/2024;Mauvais article
O014429;P00388;6;Marseille;05/02/2024;Le client a change d'avis
O045299;P00521;8;Paris;19/01/2025;Endommage
O021283;P00985;8;Lyon;15/05/2024;Mauvais article
O045717;P00874;8;Marseille;21/09/2024;Mauvais article
O021170;P00909;9;Marseille;25/11/2024;Le client a change d'avis
O019014;P00853;6;Marseille;29/08/2024;Pas comme decrit
O001233;P00730;1;Marseille;24/04/2024;Pas comme decrit
O030381;P00371;4;Lyon;11/05/2024;Endommage
O000025;P00818;8;Marseille;01/06/2024;Pas comme decrit
O026155;P00491;6;Marseille;30/09/2024;Mauvais article
O035044;P00984;1;Paris;17/12/2024;Mauvais article
O018415;P00534;3;Paris;02/05/2024;Endommage
O018168;P00497;2;Lyon;30/10/2024;Mauvais article
O013431;P00797;2;Paris;02/01/2025;Pas comme decrit
O032438;P00088;3;Paris;05/07/2024;Endommage
O007673;P00284;8;Lyon;15/07/2024;Mauvais article
O011812;P00471;8;Paris;27/10/2024;Le client a change d'avis
O034104;P00252;5;Paris;11/01/2024;Le client a change d'avis
O048283;P00599;3;Paris;23/09/2024;Le client a change d'avis
O004485;P00862;8;Lyon;11/02/2024;Mauvais article
O007743;P00737;7;Paris;25/06/2024;Le client a change d'avis
O027014;P00348;2;Paris;03/05/2024;Endommage
O019159;P00887;8;Lyon;23/11/2024;Mauvais article
O035268;P00529;7;Lyon;22/06/2024;Le client a change d'avis
O022002;P00278;4;Marseille;30/08/2024;Le client a change d'avis
O041723;P00732;9;Marseille;05/03/2024;Pas comme decrit
O028114;P00180;6;Marseille;22/10/2024;Endommage
O003968;P00367;1;Lyon;07/08/2024;Le client a change d'avis
O000825;P00997;4;Paris;26/09/2024;Mauvais article
O013482;P00786;5;Lyon;12/01/2025;Mauvais article
O033329;P00146;6;Marseille;01/06/2024;Pas comme decrit
O039399;P00119;8;Lyon;09/04/2024;Le client a change d'avis
O019043;P00153;3;Paris;10/06/2024;Le client a change d'avis
O033821;P00970;1;Lyon;25/06/2024;Endommage
O036700;P00986;6;Lyon;21/10/2024;Le client a change d'avis
O036430;P00202;6;Paris;24/11/2024;Endommage
O032325;P00527;7;Paris;22/07/2024;Mauvais article
O043410;P00837;5;Paris;24/02/2024;Endommage
O009576;P00397;7;Lyon;30/12/2024;Mauvais article
O020585;P00229;8;Paris;08/04/2024;Endommage
O021722;P00433;9;Lyon;29/07/2024;Endommage
O028353;P00586;4;Lyon;30/07/2024;Le client a change d'avis
O000514;P00860;1;Marseille;06/05/2024;Mauvais article
O024275;P00481;9;Lyon;27/12/2024;Endommage
O008727;P00431;1;Marseille;23/12/2024;Mauvais article
O029816;P00056;3;Marseille;23/01/2025;Mauvais article
O044821;P00575;1;Lyon;29/08/2024;Le client a change d'avis
O030893;P00383;1;Marseille;24/12/2024;Le client a change d'avis
O035729;P00820;4;Marseille;24/05/2024;Mauvais article
O040640;P00549;8;Paris;28/11/2024;Le client a change d'avis
O026066;P00990;4;Paris;08/04/2024;Pas comme decrit
O046289;P00688;4;Paris;31/12/2024;Endommage
O000956;P00123;2;Paris;05/03/2024;Le client a change d'avis
O016171;P00579;6;Paris;13/01/2025;Pas comme decrit
O016548;P00117;2;Lyon;03/12/2024;Endommage
O014953;P00459;4;Marseille;18/04/2024;Le client a change d'avis
O002671;P00524;1;Paris;10/03/2024;Le client a change d'avis
O031127;P00780;6;Paris;12/02/2024;Pas comme decrit
O044288;P00296;4;Paris;16/04/2024;Endommage
O019379;P00617;3;Lyon;09/05/2024;Mauvais article
O004908;P00725;8;Lyon;03/11/2024;Le client a change d'avis
O027465;P00024;3;Lyon;26/02/2024;Pas comme decrit
O040520;P00429;2;Marseille;08/07/2024;Pas comme decrit
O018237;P00555;9;Lyon;23/04/2024;Pas comme decrit
O047758;P00522;8;Marseille;24/11/2024;Pas comme decrit
O013749;P00168;7;Lyon;12/02/2024;Pas comme decrit
O012278;P00301;4;Lyon;02/08/2024;Mauvais article
O000746;P00514;4;Paris;14/12/2024;Pas comme decrit
O006523;P00547;5;Paris;21/05/2024;Endommage
O024372;P00157;7;Lyon;24/01/2025;Le client a change d'avis
O019326;P00723;6;Lyon;19/01/2025;Mauvais article
O037633;P00563;1;Paris;22/09/2024;Le client a change d'avis
O037406;P00012;2;Lyon;20/10/2024;Mauvais article
O044450;P00957;7;Lyon;18/02/2024;Endommage
O017093;P00448;8;Marseille;28/08/2024;Le client a change d'avis
O017914;P00525;3;Lyon;19/12/2024;Endommage
O025884;P00615;2;Paris;18/07/2024;Le client a change d'avis
O032284;P00146;6;Lyon;15/05/2024;Mauvais article
O043258;P00854;2;Paris;18/11/2024;Le client a change d'avis
O042950;P00251;6;Paris;13/06/2024;Endommage
O048538;P00894;4;Lyon;09/05/2024;Mauvais article
O028011;P00572;6;Lyon;27/03/2024;Endommage
O036333;P00713;8;Paris;07/09/2024;Mauvais article
O048433;P00095;9;Paris;08/09/2024;Le client a change d'avis
O035696;P00469;7;Marseille;15/06/2024;Pas comme decrit
O001633;P00323;1;Lyon;17/09/2024;Le client a change d'avis
O016978;P00776;5;Marseille;16/08/2024;Le client a change d'avis
O026469;P00377;4;Marseille;09/10/2024;Le client a change d'avis
O011225;P00146;9;Marseille;29/07/2024;Mauvais article
O001269;P00301;7;Paris;18/06/2024;Endommage
O035391;P00322;1;Marseille;18/10/2024;Mauvais article
O045403;P00443;5;Paris;21/01/2025;Le client a change d'avis
O007262;P00097;3;Lyon;25/06/2024;Le client a change d'avis
O045104;P00687;7;Lyon;20/05/2024;Endommage
O021186;P00016;8;Paris;13/09/2024;Pas comme decrit
O048140;P00720;7;Lyon;21/05/2024;Endommage
O019359;P00309;1;Marseille;26/02/2024;Mauvais article
O032554;P00346;8;Marseille;10/09/2024;Endommage
O013503;P00282;4;Marseille;20/03/2024;Le client a change d'avis
O030769;P00469;4;Lyon;18/11/2024;Le client a change d'avis
O038492;P00868;1;Marseille;22/05/2024;Le client a change d'avis
O035076;P00912;9;Paris;13/06/2024;Le client a change d'avis
O038670;P00501;8;Lyon;06/05/2024;Pas comme decrit
O041795;P00865;5;Paris;05/11/2024;Endommage
O049006;P00966;2;Marseille;08/10/2024;Pas comme decrit
O010264;P00089;7;Marseille;19/12/2024;Pas comme decrit
O021777;P00945;9;Marseille;21/06/2024;Endommage
O035859;P00251;6;Marseille;10/06/2024;Pas comme decrit
O018302;P00803;2;Marseille;28/09/2024;Endommage
O033893;P00636;8;Marseille;18/07/2024;Endommage
O021177;P00485;5;Lyon;24/04/2024;Mauvais article
O000377;P00037;9;Marseille;29/05/2024;Pas comme decrit
O002648;P00887;5;Marseille;08/05/2024;Le client a change d'avis
O046290;P00658;7;Paris;19/05/2024;Le client a change d'avis
O020043;P00285;1;Marseille;06/01/2025;Mauvais article
O035233;P00123;5;Paris;10/03/2024;Le client a change d'avis
O026538;P00512;3;Paris;31/08/2024;Pas comme decrit
O024451;P00816;5;Marseille;20/09/2024;Pas comme decrit
O033402;P00417;7;Paris;28/10/2024;Mauvais article
O018569;P00458;1;Lyon;24/11/2024;Endommage
O017130;P00659;2;Marseille;24/03/2024;Le client a change d'avis
O008200;P00427;5;Lyon;27/01/2025;Mauvais article
O030020;P00427;9;Paris;19/01/2024;Le client a change d'avis
O044809;P00823;5;Marseille;27/02/2024;Endommage
O020618;P00114;6;Paris;09/07/2024;Pas comme decrit
O027018;P00233;8;Lyon;25/10/2024;Mauvais article
O022009;P00240;2;Paris;04/02/2024;Endommage
O019590;P00174;7;Paris;11/10/2024;Pas comme decrit
O003943;P00790;9;Paris;29/03/2024;Pas comme decrit
O031784;P00561;2;Paris;17/06/2024;Le client a change d'avis
O034215;P00715;4;Lyon;28/04/2024;Pas comme decrit
O023664;P00116;6;Marseille;07/09/2024;Pas comme decrit
O025204;P00212;1;Lyon;28/10/2024;Mauvais article
O024666;P00298;2;Marseille;20/11/2024;Mauvais article
O023576;P00032;8;Paris;21/03/2024;Endommage
O000457;P00239;7;Marseille;03/08/2024;Mauvais article
O013974;P00831;1;Lyon;04/05/2024;Pas comme decrit
O024930;P00702;6;Lyon;01/07/2024;Pas comme decrit
O017995;P00369;9;Paris;02/07/2024;Mauvais article
O039083;P00709;6;Paris;26/02/2024;Endommage
O032476;P00223;2;Marseille;24/05/2024;Le client a change d'avis
O000953;P00608;5;Lyon;06/10/2024;Pas comme decrit
O010072;P00138;8;Marseille;28/05/2024;Le client a change d'avis
O019171;P00633;8;Marseille;16/01/2025;Pas comme decrit
O026770;P00750;5;Marseille;29/01/2024;Le client a change d'avis
O022690;P00267;8;Lyon;22/05/2024;Pas comme decrit
O006367;P00426;7;Marseille;02/05/2024;Pas comme decrit
O045748;P00357;2;Lyon;23/09/2024;Le client a change d'avis
O008933;P00524;4;Paris;23/07/2024;Pas comme decrit
O018466;P00157;6;Paris;02/12/2024;Mauvais article
O033187;P00110;2;Lyon;05/10/2024;Le client a change d'avis
O034070;P00027;8;Marseille;02/08/2024;Le client a change d'avis
O028782;P00017;8;Lyon;09/01/2025;Endommage
O023339;P00868;6;Marseille;08/03/2024;Mauvais article
O011889;P00627;2;Lyon;23/12/2024;Pas comme decrit
O018193;P00689;2;Lyon;25/03/2024;Le client a change d'avis
O045171;P00588;5;Lyon;18/06/2024;Mauvais article
O045371;P00740;7;Marseille;12/06/2024;Endommage
O009851;P00275;2;Marseille;04/02/2024;Endommage
O020590;P00737;2;Lyon;14/04/2024;Pas comme decrit
O006805;P00204;8;Marseille;13/05/2024;Le client a change d'avis
O020940;P00409;2;Marseille;25/03/2024;Mauvais article
O039283;P00424;5;Marseille;08/10/2024;Endommage
O002668;P00734;2;Lyon;09/06/2024;Le client a change d'avis
O013817;P00902;8;Marseille;08/12/2024;Endommage
O011709;P00291;3;Lyon;05/04/2024;Le client a change d'avis
O003186;P00607;3;Lyon;02/02/2024;Pas comme decrit
O037966;P00100;7;Marseille;08/08/2024;Endommage
O017752;P00951;4;Marseille;11/01/2025;Endommage
O001116;P00598;5;Paris;17/07/2024;Endommage
O047770;P00585;6;Lyon;19/12/2024;Mauvais article
O029715;P00956;7;Marseille;16/06/2024;Pas comme decrit
O012259;P00353;2;Paris;05/11/2024;Endommage
O017027;P00885;3;Paris;23/02/2024;Pas comme decrit
O045246;P00407;6;Marseille;02/01/2025;Pas comme decrit
O017980;P00399;7;Lyon;10/11/2024;Mauvais article
O013375;P00698;6;Paris;14/08/2024;Pas comme decrit
O004344;P00995;8;Lyon;20/07/2024;Mauvais article
O037419;P00107;3;Paris;05/12/2024;Pas comme decrit
O007117;P00016;2;Paris;11/01/2025;Mauvais article
O026510;P00973;5;Marseille;11/11/2024;Le client a change d'avis
O034429;P00330;9;Lyon;16/01/2025;Le client a change d'avis
O022710;P00134;5;Lyon;19/01/2025;Pas comme decrit
O008345;P00687;9;Marseille;09/03/2024;Pas comme decrit
O046567;P00398;4;Marseille;08/05/2024;Endommage
O049829;P00389;5;Marseille;17/12/2024;Mauvais article
O037473;P00454;1;Lyon;29/04/2024;Endommage
O041540;P00699;2;Lyon;20/03/2024;Endommage
O003301;P00281;4;Lyon;01/08/2024;Mauvais article
O017738;P00391;3;Marseille;02/09/2024;Le client a change d'avis
O043098;P00687;7;Marseille;28/06/2024;Endommage
O048754;P00384;3;Lyon;14/01/2025;Mauvais article
O009570;P00682;7;Marseille;25/03/2024;Le client a change d'avis
O030783;P00540;4;Paris;03/03/2024;Le client a change d'avis
